Project Title,Country of Origin,First Name,Last Name,Synopsis,Trailer URL
A FRIEND OF MINE HAS GOT A SECRET,Kazakhstan,Алина,Дегтярёва,"Daniyar(34), discusses the robbery with his colleagues(Sasha and Kostya) and how they would like to spend their money, while driving a car. The discussion is abrupted by a knocked down squirrel, which they decided to finish so that it suffers no more. After that, Daniyar gets a call. The mob boss wants to see all three of them. As they arrive, Uncle Sapar(mob boss)states that the upcoming robbery is canceled, and starts questioning the loyalty of Sasha and Kostya. He suspects one of them for spying. After speaking to Sasha for a couple of minutes , it becomes clear to Uncle Sapar that he has no capabilities to be a spy. Hence, Uncle Sapar is confident that Kostya is the “rat”. He wants Daniyar to get rid of him, since he is the one who let Kostya inside the mob. Daniyar is digging the grave to Kostya somewhere outside the city. Just before executing him, he offers a cigarette. While smoking, the couple ends up talking, and unveiling that they both are indeed cops. Nevertheless, Kostya needs to be murdered so that Daniyar is able continue his job. Kostya, for some reason, refuses to finish his cigarette, so Daniyar decides to execute him unobservably, just like they did it to the squirrel a couple of hours ago. Daniyar pulls the trigger, but it refuses to work.",
When in Venice,United States,Tanner,Simon,"An experimental investigation of the extreme gentrification, tourism, and the struggle of refugees within the microcosm of Venice.",
45 Size Heels,Turkey,HAKAN,ERDOGAN,Eyüp and Hasan are shoe masters. It has been making special order shoes in Izmir Kemeralt for many years. And their best customers are LGBTQ people.,
How i became stupid,Greece,Ιωάννης,Χελιδώνης,"The 12-year-old boy who enjoys reading extracurricular books is gradually isolated from his peers and even from his newcomer teacher.  They are making him feel left out and that is leading to poor school performance.  In addition, at home his parents are preoccupied with their own problems and he is neglected.  The school janitor is the only one who shows sympathy for the student’s troubles and tries to help him with no success.  At the end, the kid is disappointed and blames...his intelligence for all of his misfortunes.  So in order to get rid of his troubles, he decides to become...stupid! ",
Kosovo,Spain,Moira,Pictures,"A goat man, prived of emotional tools to deal with his girlfriend and the society around him, is forced to inquire into his individual identity and roots when a series of events force him to look within himself.",
The Journey,Brazil,Castlle,Film,"When emotional problems start to hit Paul, his friend Gabriel, supported by his grandfather, fights for his friend's life, showing a different perspective as a solution to his problems, which he doesn't accept well and makes them get into a big and dangerous journey, seeking a new life.",
THE ANTIDOTE,India,Suryateja,Ganji,"Surya, protagonist of the film. One day he is told that he has to enact a death scene in a short demo film. But, he implores the director to change the scene. Surprised at Surya’s strange behaviour, the director asks what the matter is. Surya reveals that it is his birthday that day, his twenty fourth. Astrologers had predicted that he might not live till that age. However, If he did survive his twenty fourth birthday, he could look forward to a happy and peaceful future. Also he had been advised by astrologers not to do anything unpleasant that day. But the director won’t agree to any of this and will convince him do the scene. So, at last how did Surya managed to perform the death scene is the rest.  ",
The Delarose Hill,Israel,אלעד,מוקדס,"Beyond the fence stands the hill that tells of the willingness to sacrifice for others. Soldier David Delroza got into a burning bus to retrieve trapped, despite a smoke, which overwhelmed his body. The child, Menachem Ba’bad, who did not know David, was exposed to a monument on the mountain. Rabbi Menachem, with his friends and students, led the restoration of the hill and its visits, until the settlement was surrounded by protection. As we pass through this fence we will discover a living monument, of observing with dedication and exiting beyond the known space for an unknown brother.",
Ofege ,Nigeria,Temitope,Ojo,A story of a lady that believes she can cover her husband and home with lie. The lies get to hurt her.,
Don't drink while driving,Russian Federation,Alexey, Protsenko,Film about not having to drink beer while driving.,
Volume 22,United States,Mizuleyka,McCarthy,This film is about a family documenting their lives through 1992-2007 with a humane lens around alcoholism and the complications it brings with raising children and yourself.    PERU  ,
Doko,Nepal,ASoq,Pathak,A father could not pay his daughter's education fees after losing his job due to lockdown amid Covid 19 pandemic.,
Inbetween,United States,Eli,Press-Reynolds," Julian is a transgender teenager who is struggling to find where he fits in amongst his cis peers on the social spectrum of male and female. After he begins attending a trans support group , he starts to learn that he doesn't need to fit in to find people who will like and understand him.",
Inmarcesible,Mexico,Milton ,Guisa,"Marvin decides to take his girlfriend Alhelí  on a trip, when an accident hinders his path, Marvin will do whatever it takes to reach his destination",
Untimely nightmares,"Iran, Islamic Republic of",Farhad,Fathollahi,Zhiar has dreams which he cannot be free of them. Deep dreams which originate from human mental disturbances.,
Self,Russian Federation,Anastasia,Slobodich,"Andrey opens the windows as if he is about to suffocate. Rips off the clay from the pedestal and sculpts, looking at the moon calling to him. By touch. Intuitively. The most beautiful of the models. The ideal shape is a ball.",
On Thin Ice,Indonesia,Andrea,Nathania,"Climate change caused the war, forcing Maya to stay at home. One day her supplies run out, including Doni, her father's medicine. Maya wants to go but doesn't get allowed by Doni because it's dangerous. Maya had to leave immediately, or Doni's condition would get worse.",
3-1=3,Turkey,Nilsu,Albayrak,"Three very close friends meet with different sponsors to shoot their movies. None of the sponsors agree to help them. So Bulut, one of the friends of this group, gets an extraordinary idea. They start to make that idea come true. However, there is an obstacle waiting for them. ",
